year,session,field,subject,topic,total_question_count,avg_confidence_score,easy_count,medium_count,hard_count,unknown_count,is_zero_filled,target_confidence_score
2022,AYT,ESIT_AGIRLIK,Tarih-1,Toplumsal Alandaki İnkılaplar,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Tarih-1,Toplumsal Alandaki İnkılaplar,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Tarih-1,Toplumsal Alandaki İnkılaplar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Tarih-1,Toplumsal Alandaki İnkılaplar,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Tarih-1,İlk Çağ’da Başlıca Medeniyet Havzaları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Tarih-1,İnsanlığın Hafızası Tarih,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet Yayılıyor,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Tarih-1,İslamiyet’in Türk Devlet ve Toplum Yapısına Etkisi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Tarih-1,İstanbul’un Fethi ve Fethin Sonuçları,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,5,0.95,0.0,5.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,5,0.95,0.0,5.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cumhuriyet Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Cümlede Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,5,0.95,0.0,5.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Divan Edebiyatı,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Edebi Akımlar,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Geleneksel Türk Tiyatrosu,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Halk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Masal/Fabl/Destan/Halk Hikayesi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Milli Edebiyat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Nesir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Paragrafta Anlam,4,0.95,0.0,4.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Servet-i Fünun Dönemi Türk Edebiyatı / Fecr-i Ati Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Söz Sanatları,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Sözcükte Anlam,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Tanzimat Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,0,0.0,0.0,0.0,0.0,0.0,True,0.0
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2024,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2025,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,İslamiyet Öncesi Türk Edebiyatı / Geçiş Dönemi Türk Edebiyatı,1,0.95,0.0,1.0,0.0,0.0,False,0.95
2018,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2019,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,3,0.9499999999999998,0.0,3.0,0.0,0.0,False,0.9499999999999998
2020,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2021,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2022,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
2023,AYT,ESIT_AGIRLIK,Türk Dili ve Edebiyatı,Şiir Bilgisi,2,0.95,0.0,2.0,0.0,0.0,False,0.95
